"ilpn"|"status"|"ASN"|"PO"|"SKU"|"qty"|"length"|"hieght"|"width"|"Active_location"|"Current_location"|"Found_location"
67701439079832|"In transit"|120045235|4056796|10748226|16|7.1|7.35|7.91|"AS0"|"SHIPPED"|"PUTLANE"
67701439153434|"Canceled"|120045231|4056768|11750508|7|4.83|11.3|3.01|"AS2"|"SHIPLANE"|"CRACK"
67701439169601|"In inventory not putaway"|120045256|4038127|354823|74|6.79|3.54|2.11|"AS0"|"AS2"|"CUBIST"
67701439237680|"Case consumed to active"|120045391|4056799|10741032|65|15.53|6.3|7.35|"AS2"|"BRACK"|"PUTLANE"
67701439253291|"Partially allocated"|120045233|4056761|10748097|5|1.21|22.4|7.15|"AS2"|"DRACK"|"DRACK"
67701439326775|"Consumed"|120045238|4038109|12741062|3|14.65|17.93|5.5|"AS0"|"AS0"|"DRACK"
67701439394855|"In work order"|120045272|4038149|354887|83|11.25|22.94|5.73|"AS0"|"AS2"|"CUBIST"
67701439433158|"Canceled"|120045232|4038154|354100|62|3.59|2.17|4.33|"AS0"|"AS2"|"INLOAD"
67701439497751|"Partially allocated"|120045240|4038119|12741097|68|20.0|23.6|5.68|"AS0"|"BRACK"|"MULTIST"
67701439529658|"Consumed"|120045391|4056799|10741032|58|16.94|2.1|6.95|"AS0"|"DROP"|"CRACK"
67701439580586|"Partially allocated"|120045232|4056765|10743940|57|6.81|16.24|6.12|"AS0"|"AS4"|"MULTIST"
67701439648978|"Pulled"|120045259|4038140|354868|23|14.84|12.2|7.49|"AS4"|"AS0"|"PUTLANE"
67701439962996|"In transit"|120045394|4038154|354898|29|7.49|2.95|2.63|"AS4"|"AS4"|"ONPALLET"
67701440134896|"Consumed"|120045256|4038125|354814|1|16.91|8.76|6.25|"AS0"|"AS0"|"CUBIST"
67701440301723|"Not received but shipment verified"|120045257|4038129|354834|50|7.83|17.59|4.86|"AS2"|"DRACK"|"PUTLANE"
67701440403244|"Consumed"|120045238|4038111|12741068|75|6.1|7.13|4.88|"AS2"|"AS1"|"BRACK"
67701440484513|"Allocated and Pulled"|120045255|4038122|354810|89|4.55|20.17|7.37|"AS1"|"BRACK"|"MULTIST"
67701440625274|"Not received but shipment verified"|120045272|4038151|354893|3|18.14|15.47|8.63|"AS0"|"PICKCART"|"ONPALLET"
67701440781373|"Case consumed to active"|120045236|4038103|12741041|21|11.34|8.54|9.29|"AS1"|"PUTLANE"|"ONPALLET"
67701440961378|"Partially allocated"|120045237|4038108|12741057|26|18.58|21.43|7.21|"AS1"|"UNKNOWN"|"ONPALLET"
67701441022375|"Allocated"|120045236|4038101|10741035|72|3.06|11.82|5.3|"AS4"|"DROP"|"ONPALLET"
67701441198604|"Pulled"|120045256|4038125|354816|4|7.51|16.6|7.76|"AS2"|"AS1"|"ONPALLET"
67701441212415|"In work order"|120045298|4056790|10748206|42|14.11|4.8|6.9|"AS2"|"DRACK"|"MULTIST"
67701441318501|"In inventory not putaway"|120045240|4038117|12741088|35|11.56|4.89|8.13|"AS1"|"AS0"|"PUTLANE"
67701441504848|"In work order"|120045399|4056767|11750509|75|13.06|12.07|4.59|"AS1"|"PICKCART"|"PUTLANE"
67701441613745|"Putaway"|120045257|4038130|354835|38|17.08|19.03|8.42|"AS0"|"SHIPLANE"|"PUTLANE"
67701442001354|"Canceled"|120045231|4056768|11750504|19|10.46|26.97|8.12|"AS1"|"CRACK"|"MULTIST"
67701442125212|"In transit"|120045239|4038113|12741074|60|14.37|18.22|9.25|"AS4"|"AS4"|"CRACK"
67701442282285|"Allocated"|120045238|4038110|12741063|37|15.07|24.85|10.0|"AS1"|"AS4"|"MULTIST"
67701442331504|"Canceled"|120045256|4038125|354815|73|3.31|12.03|8.52|"AS4"|"AS4"|"CRACK"
67701442349807|"Canceled"|120045256|4038126|354820|54|9.94|14.85|9.37|"AS4"|"PUTWALL"|"CRACK"
67701442863239|"Canceled"|120045232|4056765|10743940|45|3.42|15.74|8.98|"AS4"|"PICKCART"|"INLOAD"
67701442906163|"Consumed"|120045235|4056797|10748228|18|15.75|24.75|3.04|"AS0"|"AS1"|"DRACK"
67701443018264|"Canceled"|120045238|4038112|12741072|86|4.3|28.52|1.15|"AS0"|"AS1"|"CUBIST"
67701443127434|"Consumed"|120045240|4038118|12741091|66|1.53|11.07|5.64|"AS4"|"AS0"|"ONPALLET"
67701443297991|"Putaway"|120045272|4038149|354887|1|13.57|27.13|9.85|"AS2"|"BRACK"|"BRACK"
67701443348002|"In work order"|120045257|4038130|354835|79|15.19|18.69|8.27|"AS0"|"CRACK"|"ONPALLET"
67701443732267|"Not received but shipment verified"|120045236|4038102|10741037|75|1.4|18.1|1.01|"AS1"|"PUTWALL"|"CUBIST"
67701443801632|"Consumed"|120045231|4056768|11750506|69|6.61|11.92|8.58|"AS1"|"PUTWALL"|"BRACK"
67701443810907|"Pulled"|120045257|4038129|354834|57|13.96|10.07|6.73|"AS2"|"AS2"|"ONPALLET"
67701443860644|"Not received but shipment verified"|120045256|4038125|354814|22|3.44|27.92|7.61|"AS1"|"SHIPPED"|"DRACK"
67701443998717|"Consumed"|120045298|4056790|10748204|41|4.85|19.22|2.92|"AS1"|"AS4"|"PUTLANE"
67701444324234|"Allocated"|120045271|4038144|354878|22|13.69|1.49|1.94|"AS0"|"UNKNOWN"|"ONPALLET"
67701444443809|"In transit"|120045298|4056790|10748206|28|8.17|23.29|5.84|"AS4"|"AS2"|"INLOAD"
67701444486861|"Allocated and Pulled"|120045238|4038110|12741063|9|2.03|3.92|5.05|"AS2"|"DRACK"|"CRACK"
67701444502579|"Allocated"|120045234|4056792|10748211|73|10.68|1.29|7.01|"AS0"|"AS0"|"CUBIST"
67701444547504|"In inventory not putaway"|120045237|4038108|12741056|80|4.59|27.76|5.07|"AS1"|"SHIPLANE"|"ONPALLET"
67701444657392|"Canceled"|120045233|4056760|10748201|77|10.12|1.75|8.02|"AS4"|"PUTLANE"|"MULTIST"
67701444692537|"Partially allocated"|120045240|4038118|12741091|69|9.77|21.68|9.59|"AS2"|"AS0"|"CRACK"
67701445120189|"Consumed"|120045259|4038140|354868|11|15.87|18.3|6.99|"AS1"|"DROP"|"MULTIST"
67701445354601|"In transit"|120045272|4038149|354888|86|11.67|1.85|9.75|"AS0"|"AS4"|"PUTLANE"
67701445492734|"Not received but shipment verified"|120045255|4038122|354811|88|2.11|17.47|5.11|"AS4"|"PICKCART"|"INLOAD"
67701445727643|"Partially allocated"|120045239|4038115|12741083|34|3.42|12.26|9.23|"AS0"|"AS4"|"CRACK"
67701445761741|"In transit"|120045239|4038113|12741076|32|5.5|18.86|9.36|"AS1"|"AS0"|"INLOAD"
67701445824196|"Allocated"|120045236|4038103|12741040|83|16.06|10.78|8.27|"AS0"|"CRACK"|"BRACK"
67701445876496|"Consumed"|120045231|4056768|11750506|58|18.03|1.1|4.16|"AS0"|"PUTLANE"|"ONPALLET"
67701445887571|"In transit"|120045237|4038108|12741058|19|11.41|21.33|1.13|"AS1"|"DRACK"|"DRACK"
67701446030124|"Allocated and Pulled"|120045240|4038117|12741087|68|13.92|20.61|9.07|"AS1"|"AS0"|"ONPALLET"
67701446087140|"Consumed"|120045258|4038133|354849|79|14.34|28.92|2.02|"AS0"|"AS2"|"PUTLANE"
67701446149895|"Not received but shipment verified"|120045272|4038150|354890|60|3.21|10.44|8.87|"AS4"|"CRACK"|"CRACK"
67701446172986|"Putaway"|120045237|4038106|12741053|91|4.37|13.27|7.1|"AS0"|"DROP"|"INLOAD"
67701446177246|"Case consumed to active"|120045235|4056797|10748229|0|4.51|29.29|8.07|"AS2"|"PICKCART"|"CRACK"
67701446205590|"Canceled"|120045240|4038118|12741093|13|10.65|3.43|3.79|"AS2"|"AS2"|"ONPALLET"
67701446689945|"Consumed"|120045272|4038151|354892|27|10.17|14.71|6.69|"AS2"|"AS2"|"ONPALLET"
67701446739964|"Partially allocated"|120045239|4038115|12741082|28|4.39|8.23|1.78|"AS1"|"DROP"|"CRACK"
67701446791359|"Pulled"|120045240|4038119|12741097|19|13.36|3.21|2.15|"AS2"|"AS0"|"DRACK"
67701446874511|"In inventory not putaway"|120045256|4038126|354819|46|19.1|10.76|4.77|"AS2"|"SHIPLANE"|"BRACK"
67701447072445|"In transit"|120045259|4038140|354865|45|10.24|6.24|9.15|"AS2"|"DRACK"|"CUBIST"
67701447078676|"Putaway"|120045239|4038114|12741077|94|13.71|27.12|6.67|"AS0"|"BRACK"|"DRACK"
67701447383830|"Allocated and Pulled"|120045256|4038126|354819|22|19.49|5.08|6.75|"AS2"|"PUTLANE"|"MULTIST"
67701448050331|"Partially allocated"|120045258|4038133|354850|64|10.76|16.19|8.19|"AS0"|"AS4"|"CRACK"
67701448053362|"Not received but shipment verified"|120045256|4038128|354826|97|11.56|27.33|1.74|"AS0"|"PUTWALL"|"BRACK"
67701448371788|"Consumed"|120045240|4038118|12741094|98|7.44|15.94|3.69|"AS4"|"AS2"|"INLOAD"
67701448380138|"Canceled"|120045257|4038130|354837|41|8.8|6.98|1.67|"AS2"|"AS0"|"MULTIST"
67701448546137|"Allocated"|120045258|4038134|354852|11|11.82|28.04|2.48|"AS1"|"PUTLANE"|"BRACK"
67701448662025|"Case consumed to active"|120045298|4056790|10748205|25|15.9|4.97|5.05|"AS1"|"UNKNOWN"|"INLOAD"
67701448703410|"Not received but shipment verified"|120045236|4038104|12741043|29|1.05|22.86|8.3|"AS0"|"PUTWALL"|"PUTLANE"
67701448737101|"Canceled"|120045298|4056790|10748206|8|15.59|9.24|5.27|"AS0"|"SHIPPED"|"CUBIST"
67701448974299|"In work order"|120045256|4038127|354825|90|2.12|27.12|4.99|"AS2"|"CRACK"|"INLOAD"
67701449072754|"Allocated and Pulled"|120045239|4038116|12741086|5|16.26|29.17|7.45|"AS4"|"DROP"|"ONPALLET"
67701449082103|"Pulled"|120045256|4038126|354819|26|15.86|8.67|3.31|"AS2"|"AS2"|"DRACK"
67701449201836|"Pulled"|120045256|4038128|354827|86|10.33|2.31|3.5|"AS0"|"CRACK"|"ONPALLET"
67701449418678|"Case consumed to active"|120045273|4038152|354894|89|2.82|20.92|4.03|"AS4"|"DROP"|"MULTIST"
67701449490959|"Allocated and Pulled"|120045272|4038148|354885|62|19.02|23.02|7.27|"AS1"|"AS2"|"BRACK"
67701449652851|"Case consumed to active"|120045258|4038133|354849|20|11.52|9.53|8.31|"AS4"|"PICKCART"|"PUTLANE"
67701449836898|"Pulled"|120045231|4056769|11750502|79|19.24|4.43|8.19|"AS0"|"PUTWALL"|"INLOAD"
67701450053294|"In transit"|120045234|4056792|10748211|12|16.0|21.79|4.78|"AS0"|"PUTLANE"|"ONPALLET"
67701450595426|"Canceled"|120045273|4038153|354896|39|11.26|25.26|3.24|"AS4"|"SHIPPED"|"INLOAD"
67701450597123|"Not received but shipment verified"|120045393|4056795|10748223|3|15.63|18.58|7.8|"AS0"|"DROP"|"INLOAD"
67701450712263|"Consumed"|120045272|4038149|354889|4|15.14|23.58|9.24|"AS1"|"SHIPPED"|"CUBIST"
67701451273175|"Allocated and Pulled"|120045255|4038122|354810|59|6.84|19.98|4.34|"AS1"|"AS2"|"PUTLANE"
67701451298682|"Case consumed to active"|120045272|4038150|354890|84|17.98|7.38|5.59|"AS1"|"CRACK"|"CUBIST"
67701451388871|"In transit"|120045394|4056794|10748217|94|17.6|29.59|1.7|"AS2"|"SHIPLANE"|"ONPALLET"
67701451516508|"Not received but shipment verified"|120045234|4056793|10748213|68|18.35|25.14|1.2|"AS1"|"UNKNOWN"|"CUBIST"
67701451564980|"Consumed"|120045295|4038154|354899|85|19.6|6.6|7.02|"AS1"|"DRACK"|"CUBIST"
67701451581937|"Pulled"|120045259|4038140|354868|76|15.88|4.41|4.14|"AS2"|"BRACK"|"DRACK"
67701451659646|"Putaway"|120045299|4056791|10748207|87|9.9|4.33|1.15|"AS2"|"AS1"|"CUBIST"
67701451706186|"In inventory not putaway"|120045238|4038112|12741070|43|17.02|14.47|9.63|"AS2"|"AS2"|"ONPALLET"
67701451735586|"Pulled"|120045239|4038116|12741085|58|4.03|1.09|9.7|"AS1"|"SHIPLANE"|"CRACK"
67701451910993|"Partially allocated"|120045231|4056769|11750502|58|4.17|18.71|8.21|"AS2"|"PICKCART"|"MULTIST"
67701451915673|"Case consumed to active"|120045259|4038137|354859|26|11.19|14.25|5.82|"AS0"|"AS0"|"BRACK"
67701452077049|"In work order"|120045259|4038138|354861|96|11.59|5.91|5.16|"AS2"|"PUTWALL"|"CRACK"
67701452101044|"In work order"|120045237|4038106|12741053|39|4.81|7.45|8.21|"AS1"|"AS0"|"ONPALLET"
67701452148321|"Not received but shipment verified"|120045257|4038129|354833|47|17.27|25.04|1.23|"AS1"|"PUTLANE"|"MULTIST"
67701452169599|"In work order"|120045256|4038126|354818|37|9.33|20.42|9.87|"AS0"|"SHIPLANE"|"MULTIST"
67701452757381|"Consumed"|120045257|4038129|354831|96|4.32|14.68|7.57|"AS1"|"SHIPLANE"|"INLOAD"
67701453014093|"Case consumed to active"|120045273|4038153|354897|27|18.28|10.68|6.03|"AS4"|"BRACK"|"CRACK"
67701453185007|"Canceled"|120045272|4038151|354892|16|4.76|13.66|4.09|"AS4"|"BRACK"|"DRACK"
67701453397506|"In transit"|120045393|4056795|10748222|34|8.08|5.67|1.05|"AS1"|"SHIPLANE"|"ONPALLET"
67701453402680|"Partially allocated"|120045239|4038116|12741084|94|12.1|1.71|1.81|"AS4"|"SHIPLANE"|"PUTLANE"
67701453689705|"Allocated and Pulled"|120045271|4038147|354883|15|16.44|28.92|3.12|"AS0"|"PUTLANE"|"DRACK"
67701453696628|"Pulled"|120045256|4038127|354825|63|11.72|22.83|2.8|"AS1"|"PUTWALL"|"BRACK"
67701453855795|"Allocated"|120045257|4038129|354830|54|17.2|6.12|4.03|"AS4"|"AS0"|"DRACK"
67701454093769|"Putaway"|120045271|4038146|354881|11|3.67|24.05|5.98|"AS2"|"BRACK"|"DRACK"
67701454219028|"Partially allocated"|120045272|4038151|354892|92|3.93|9.49|5.92|"AS1"|"PICKCART"|"BRACK"
67701454381777|"Putaway"|120045236|4038104|12741044|39|4.97|4.08|7.32|"AS4"|"SHIPLANE"|"CRACK"
67701454559483|"In transit"|120045258|4038134|354852|81|6.82|4.56|7.72|"AS0"|"BRACK"|"CUBIST"
67701454820641|"In transit"|120045272|4038151|354893|0|13.19|24.61|9.7|"AS0"|"SHIPLANE"|"PUTLANE"
67701454880897|"Canceled"|120045272|4038150|354890|10|11.3|8.74|2.2|"AS1"|"BRACK"|"INLOAD"
67701455177644|"In work order"|120045273|4038153|354896|64|7.78|29.06|4.77|"AS2"|"BRACK"|"PUTLANE"
67701455613138|"In inventory not putaway"|120045271|4038145|354879|85|14.19|13.98|1.73|"AS2"|"AS0"|"CUBIST"
67701455690032|"In transit"|120045257|4038132|354845|34|9.31|26.99|2.84|"AS4"|"DRACK"|"CUBIST"
67701455987882|"Putaway"|120045272|4038150|354890|87|6.38|29.26|4.54|"AS4"|"PUTWALL"|"PUTLANE"
67701456248611|"Canceled"|120045272|4038151|354892|33|12.86|5.25|6.43|"AS4"|"PUTWALL"|"CUBIST"
67701456291203|"Allocated"|120045238|4038109|12741061|40|4.16|17.74|5.91|"AS0"|"DROP"|"DRACK"
67701456546418|"In work order"|120045239|4038113|12741076|89|6.13|27.16|7.79|"AS1"|"AS1"|"MULTIST"
67701456587516|"In transit"|120045236|4038104|12741043|33|17.14|3.83|8.82|"AS0"|"AS1"|"INLOAD"
67701456769636|"Not received but shipment verified"|120045394|4056794|10748220|50|1.45|2.75|6.82|"AS2"|"PUTWALL"|"ONPALLET"
67701456923886|"In work order"|120045256|4038125|354815|16|12.67|27.11|1.1|"AS0"|"PICKCART"|"INLOAD"
67701456965144|"Putaway"|120045240|4038119|12741095|50|3.4|26.47|4.38|"AS1"|"SHIPPED"|"DRACK"
67701456974743|"In transit"|120045257|4038132|354843|18|14.5|4.41|5.53|"AS0"|"AS1"|"ONPALLET"
67701457036757|"Not received but shipment verified"|120045237|4038108|12741058|59|6.25|18.4|9.49|"AS1"|"SHIPLANE"|"INLOAD"
67701457143183|"Case consumed to active"|120045231|4056768|11750508|13|4.13|26.36|4.13|"AS4"|"AS2"|"MULTIST"
67701457184599|"Case consumed to active"|120045256|4038125|354816|89|17.63|2.86|7.63|"AS4"|"BRACK"|"MULTIST"
67701457372598|"Allocated and Pulled"|120045272|4038150|354890|24|10.02|12.18|1.19|"AS2"|"PICKCART"|"ONPALLET"
67701457403024|"Putaway"|120045231|4056768|11750506|52|15.45|17.56|2.97|"AS0"|"PUTLANE"|"DRACK"
67701457597669|"Putaway"|120045238|4038111|12741069|91|9.98|25.91|6.88|"AS4"|"UNKNOWN"|"PUTLANE"
67701457657248|"In inventory not putaway"|120045256|4038128|354826|42|5.04|29.58|2.21|"AS2"|"BRACK"|"CRACK"
67701457764264|"In transit"|120045259|4038140|354865|85|14.41|2.22|1.05|"AS2"|"PUTLANE"|"MULTIST"
67701457868483|"Allocated"|120045236|4038104|12741042|37|14.38|7.36|3.76|"AS2"|"DROP"|"ONPALLET"
67701458160076|"In inventory not putaway"|120045240|4038118|12741094|82|15.57|12.24|8.12|"AS2"|"DROP"|"MULTIST"
67701458283775|"In transit"|120045236|4038103|12741041|4|12.51|14.29|9.86|"AS1"|"UNKNOWN"|"BRACK"
67701458343260|"Case consumed to active"|120045258|4038133|354848|80|12.88|9.75|8.73|"AS0"|"SHIPPED"|"MULTIST"
67701458542921|"Not received but shipment verified"|120045240|4038117|12741087|63|14.2|3.92|9.17|"AS1"|"DRACK"|"ONPALLET"
67701458615533|"Not received but shipment verified"|120045272|4038149|354888|31|16.64|17.66|5.31|"AS2"|"AS1"|"MULTIST"
67701458699222|"Allocated and Pulled"|120045232|4038154|354898|88|17.26|15.0|7.19|"AS0"|"DRACK"|"PUTLANE"
67701458857154|"Not received but shipment verified"|120045272|4038149|354888|20|2.23|10.51|9.89|"AS0"|"CRACK"|"PUTLANE"
67701459259943|"Allocated and Pulled"|120045398|4056766|10743937|80|16.35|29.35|6.77|"AS4"|"AS1"|"BRACK"
67701459347638|"Putaway"|120045239|4038114|12741080|84|16.23|12.38|8.02|"AS0"|"PUTWALL"|"DRACK"
67701459599152|"Not received but shipment verified"|120045258|4038135|354855|70|12.28|9.29|4.78|"AS2"|"BRACK"|"ONPALLET"
67701459769318|"Pulled"|120045273|4038153|354897|46|12.24|16.17|4.06|"AS4"|"AS0"|"ONPALLET"
67701459920901|"Not received but shipment verified"|120045272|4038149|354889|23|17.86|22.01|4.12|"AS4"|"PUTLANE"|"CUBIST"
67701459953583|"Partially allocated"|120045398|4056766|10743935|97|18.33|29.84|3.06|"AS2"|"DRACK"|"MULTIST"
67701459987515|"Case consumed to active"|120045398|4056766|10743936|31|7.26|5.31|1.16|"AS2"|"UNKNOWN"|"MULTIST"
67701460007673|"In transit"|120045234|4038154|354899|24|16.13|3.66|6.96|"AS4"|"DRACK"|"BRACK"
67701460104123|"Canceled"|120045272|4038148|354885|56|2.49|28.34|8.37|"AS0"|"CRACK"|"PUTLANE"
67701460146801|"Partially allocated"|120045258|4038134|354853|27|15.08|27.19|5.95|"AS4"|"UNKNOWN"|"CUBIST"
67701460271786|"Pulled"|120045259|4038140|354868|77|2.48|15.77|2.47|"AS0"|"AS1"|"MULTIST"
67701460349929|"Partially allocated"|120045257|4038130|354836|78|5.54|8.69|3.1|"AS2"|"AS4"|"CUBIST"
67701460700958|"Allocated"|120045292|4056763|10748092|17|19.94|12.97|5.26|"AS0"|"AS0"|"BRACK"
67701460728404|"Allocated"|120045298|4056790|10748206|75|13.82|12.79|3.71|"AS0"|"SHIPLANE"|"INLOAD"
67701460753725|"In transit"|120045258|4038134|354853|55|12.8|1.91|3.68|"AS0"|"AS0"|"INLOAD"
67701460760324|"Canceled"|120045234|4056792|10748211|85|8.56|2.96|2.9|"AS1"|"DRACK"|"MULTIST"
67701460821423|"Pulled"|120045256|4038125|354815|9|11.64|12.43|2.21|"AS0"|"PUTWALL"|"CUBIST"
67701460861797|"Allocated"|120045239|4038115|12741083|97|8.93|2.0|7.44|"AS1"|"DROP"|"BRACK"
67701460905090|"Partially allocated"|120045272|4038149|354888|73|16.63|19.73|8.97|"AS1"|"AS0"|"BRACK"
67701461019689|"In transit"|120045273|4038152|354894|67|13.93|23.12|7.06|"AS2"|"CRACK"|"ONPALLET"
67701461246200|"Pulled"|120045272|4038148|354886|60|12.4|16.4|9.25|"AS1"|"DROP"|"CRACK"
67701461254724|"In inventory not putaway"|120045390|4056798|10741031|36|7.0|27.56|5.74|"AS0"|"PICKCART"|"ONPALLET"
67701461294900|"Not received but shipment verified"|120045239|4038115|12741081|86|7.82|20.65|9.29|"AS1"|"SHIPLANE"|"ONPALLET"
67701461302057|"Putaway"|120045257|4038132|354845|38|17.87|3.02|1.98|"AS2"|"DROP"|"MULTIST"
67701461393509|"Consumed"|120045237|4038106|12741051|27|9.49|5.49|3.43|"AS4"|"BRACK"|"BRACK"
67701461512384|"Case consumed to active"|120045293|4056762|10748095|12|19.3|18.36|5.27|"AS2"|"PUTWALL"|"ONPALLET"
67701461585257|"Canceled"|120045236|4038101|10741035|85|10.01|7.55|2.31|"AS1"|"BRACK"|"BRACK"
67701461611276|"Putaway"|120045255|4038122|354811|47|4.12|23.73|5.62|"AS4"|"DROP"|"INLOAD"
67701461669047|"Pulled"|120045256|4038126|354820|56|6.14|11.05|6.39|"AS1"|"AS2"|"ONPALLET"
67701462036484|"In work order"|120045237|4038106|12741052|23|12.62|19.67|1.9|"AS4"|"AS2"|"MULTIST"
67701462129574|"Consumed"|120045394|4056794|10748217|50|12.31|8.45|9.33|"AS0"|"AS0"|"ONPALLET"
67701462349254|"Putaway"|120045256|4038128|354829|17|5.61|28.69|8.36|"AS0"|"AS1"|"DRACK"
67701462566872|"Pulled"|120045258|4038135|354855|82|8.03|12.45|5.93|"AS1"|"DRACK"|"CUBIST"
67701462598841|"Not received but shipment verified"|120045299|4056791|10748208|42|14.4|15.56|2.94|"AS0"|"PUTWALL"|"INLOAD"
67701462704461|"Case consumed to active"|120045272|4038150|354891|9|15.88|3.08|9.25|"AS0"|"UNKNOWN"|"PUTLANE"
67701462781194|"In inventory not putaway"|120045256|4038128|354827|44|13.32|9.48|6.15|"AS4"|"AS0"|"ONPALLET"
67701462978925|"Not received but shipment verified"|120045238|4038109|12741061|53|11.6|20.53|6.81|"AS2"|"SHIPLANE"|"PUTLANE"
67701463009271|"Partially allocated"|120045292|4056763|10748094|0|4.2|23.08|3.16|"AS1"|"PICKCART"|"ONPALLET"
67701463011596|"Partially allocated"|120045257|4038129|354834|87|8.66|17.37|6.03|"AS0"|"CRACK"|"INLOAD"
67701463207729|"Not received but shipment verified"|120045398|4056766|10743935|57|11.06|18.64|2.67|"AS1"|"UNKNOWN"|"INLOAD"
67701463405597|"Case consumed to active"|120045273|4038152|354895|58|14.32|1.82|3.02|"AS1"|"AS1"|"CUBIST"
67701463426443|"Partially allocated"|120045273|4038153|354897|96|17.82|1.89|5.75|"AS1"|"DROP"|"PUTLANE"
67701463583912|"Canceled"|120045235|4056797|10748228|15|19.15|12.08|8.35|"AS0"|"AS2"|"ONPALLET"
67701463696665|"Case consumed to active"|120045234|4056792|10748212|50|5.31|3.86|6.43|"AS2"|"AS0"|"INLOAD"
67701463836055|"Consumed"|120045399|4056769|11750501|58|2.22|18.31|2.72|"AS0"|"PUTLANE"|"BRACK"
67701464014844|"Canceled"|120045238|4038110|12741063|28|17.69|18.48|7.0|"AS0"|"PUTLANE"|"PUTLANE"
67701464062757|"Not received but shipment verified"|120045239|4038114|12741079|54|13.28|13.08|6.05|"AS0"|"SHIPLANE"|"CRACK"
67701464110954|"Not received but shipment verified"|120045272|4038148|354886|93|15.03|13.63|4.83|"AS0"|"DRACK"|"BRACK"
67701464345165|"In transit"|120045271|4038145|354880|8|10.44|29.19|5.12|"AS4"|"PICKCART"|"INLOAD"
67701464479602|"Putaway"|120045240|4038117|12741087|56|8.71|4.07|2.34|"AS1"|"AS1"|"CRACK"
67701464488063|"In inventory not putaway"|120045292|4056763|10748094|13|19.92|18.09|6.69|"AS0"|"SHIPPED"|"MULTIST"
67701464488266|"Case consumed to active"|120045256|4038128|354828|19|18.88|13.31|2.5|"AS1"|"PUTLANE"|"INLOAD"
67701465103387|"In work order"|120045240|4038118|12741091|73|2.54|9.19|5.23|"AS1"|"AS0"|"ONPALLET"
67701465186106|"Case consumed to active"|120045237|4038108|12741058|6|6.62|7.97|5.63|"AS2"|"AS2"|"CUBIST"
67701465570910|"Partially allocated"|120045257|4038130|354838|75|1.46|19.83|1.49|"AS4"|"DROP"|"BRACK"
67701465595181|"Not received but shipment verified"|120045237|4038108|12741056|76|1.99|27.9|3.17|"AS2"|"CRACK"|"INLOAD"
67701465681256|"Case consumed to active"|120045233|4056761|10748097|94|8.25|20.68|9.45|"AS2"|"AS2"|"BRACK"
67701465832340|"In transit"|120045257|4038129|354830|78|12.7|25.58|3.77|"AS2"|"PUTWALL"|"INLOAD"
67701466271273|"Not received but shipment verified"|120045257|4038129|354832|64|13.89|29.89|9.69|"AS1"|"SHIPPED"|"ONPALLET"
67701466403360|"Canceled"|120045257|4038131|354841|52|12.24|14.08|3.73|"AS0"|"AS4"|"DRACK"
67701466789536|"Allocated"|120045393|4056795|10748221|40|9.71|27.19|5.67|"AS4"|"DRACK"|"MULTIST"
67701466914115|"Pulled"|120045272|4038149|354887|4|5.73|27.51|8.44|"AS2"|"SHIPPED"|"CUBIST"
67701467208875|"Case consumed to active"|120045273|4038153|354896|57|17.57|3.29|3.24|"AS2"|"DROP"|"DRACK"
67701467236370|"Allocated"|120045235|4056796|10748226|85|15.14|12.45|5.03|"AS4"|"CRACK"|"MULTIST"
67701467358943|"Putaway"|120045296|4038154|354898|67|12.44|1.07|4.22|"AS1"|"SHIPPED"|"ONPALLET"
67701467616113|"In transit"|120045256|4038127|354823|45|13.29|27.18|3.11|"AS1"|"SHIPLANE"|"CUBIST"
67701467637854|"Case consumed to active"|120045233|4056761|10748097|79|12.34|15.0|7.58|"AS4"|"SHIPPED"|"MULTIST"
67701467656804|"Partially allocated"|120045270|4038142|354873|85|6.37|19.77|8.46|"AS2"|"SHIPPED"|"MULTIST"
67701467684802|"Consumed"|120045256|4038128|354827|13|18.57|13.45|9.59|"AS1"|"CRACK"|"MULTIST"
67701467838454|"Putaway"|120045255|4038122|354810|65|9.38|27.2|5.56|"AS1"|"UNKNOWN"|"ONPALLET"
67701468197789|"In work order"|120045391|4038154|354898|64|16.94|5.69|2.34|"AS0"|"PICKCART"|"ONPALLET"
67701468404731|"Partially allocated"|120045239|4038113|12741075|27|8.2|24.8|6.75|"AS0"|"DROP"|"PUTLANE"
67701468434906|"Pulled"|120045238|4038109|12741059|81|17.45|19.95|3.11|"AS4"|"AS2"|"MULTIST"
67701468743786|"Allocated and Pulled"|120045273|4038153|354896|3|5.36|9.6|1.62|"AS2"|"AS0"|"DRACK"
67701468882343|"Canceled"|120045256|4038128|354856|22|16.1|8.62|2.29|"AS4"|"AS0"|"PUTLANE"
67701468928996|"Pulled"|120045234|4056793|10748216|99|6.73|22.9|9.59|"AS1"|"AS0"|"MULTIST"
67701469085043|"Putaway"|120045394|4056794|10748217|36|8.83|7.89|7.71|"AS2"|"PUTLANE"|"MULTIST"
67701469108813|"In work order"|120045231|4056769|11750502|22|9.6|11.61|8.95|"AS4"|"CRACK"|"PUTLANE"
67701469193769|"Allocated and Pulled"|120045237|4038106|12741051|20|15.66|23.01|6.26|"AS1"|"CRACK"|"DRACK"
67701469486485|"Allocated"|120045234|4056793|10748215|42|8.52|20.47|8.48|"AS4"|"DROP"|"ONPALLET"
